CMS_ID,Ecosystem_Name,provider_name,address,city,state,zip_code,county,County_count,State_Srv,Ownership_Type,Lab_Service_Binary,Pharm_Service_Binary,Nursing_Service_Binary,PT_Service_Binary,OT_Service_Binary,Speech_Service_Binary,Med_SS_Service_Binary,HH_Aide_Service_Binary,date_certified,quality_of_patient_care_star_rating,hhcahps_survey_summary_star_rating,how_often_the_home_health_team_began_their_patients’_care_in_a_timely_manner,qm_timely_manner_county_ptile,qm_timely_manner_ptile,how_often_the_home_health_team_taught_patients_or_their_family_caregivers_about_their_drugs,qm_teach_drugs_county_ptile,qm_teach_drugs_ptile,how_often_the_home_health_team_checked_patients’_risk_of_falling,qm_risk_falling_county_ptile,qm_risk_falling_ptile,how_often_the_home_health_team_checked_patients_for_depression,qm_depression_county_ptile,qm_depression_ptile,how_often_the_home_health_team_determined_whether_patients_received_a_flu_shot_for_the_currnet_flu_season,qm_flu_shot_county_ptile,qm_flu_shot_ptile,how_often_the_home_health_team_made_sure_that_their_patients_have_received_a_pneumococcal_vaccine_pneumonia_shot,qm_pneum_shot_county_ptile,qm_pneum_shot_ptile,with_diabetes_how_often_the_home_health_team_got_doctor’s_orders_gave_foot_care_and_taught_patients_about_foot_care,qm_diabetes_footcare_county_ptile,qm_diabetes_footcare_ptile,how_often_patients_got_better_at_walking_or_moving_around,qm_improv_mobil_county_ptile,qm_improv_mobil_ptile,how_often_patients_got_better_at_getting_in_and_out_of_bed,qm_improv_trans_county_ptile,qm_improv_trans_ptile,how_often_patients_got_better_at_bathing,qm_bathing_county_ptile,qm_bathing_ptile,how_often_patients_had_less_pain_when_moving_around,qm_pain_moving_county_ptile,qm_pain_moving_ptile,how_often_patients’_breathing_improved,qm_breathing_county_ptile,qm_breathing_ptile,how_often_patients’_wounds_improved_or_healed_after_an_operation,qm_improv_wounds_county_ptile,qm_improv_wounds_ptile,how_often_patients_got_better_at_taking_their_drugs_correctly_by_mouth,qm_correct_meds_county_ptile,qm_correct_meds_ptile,how_often_home_health_patients_had_to_be_admitted_to_the_hospital,qm_admit_hosp_ptile,qm_hosp_admit_ptile_rank,how_often_patients_receiving_home_health_care_needed_urgent_unplanned_care_in_the_er_without_being_admitted,qm_urgent_care_norehosp_county_ptile,qm_urgent_care_no_hosp_ptile,qm_urgent_care_no_hosp_rank,how_often_home_health_patients_who_have_had_a_recent_hospital_stay_had_to_be_re-admitted_to_the_hospital,qm_pac_hosp_admitt_rank,how_often_home_health_patients_who_have_had_a_recent_hospital_stay_received_care_in_the_hospital_emergency_room_without_being_readmitted_to_the_hospital,qm_pac_urgent_care_no_hosp_rank,pred_all_diff_ptile_rank,pred_med_diff_ptile_rank,pred_chf_diff_ptile_rank,pred_med_high_diff_ptile_rank,pred_med_low_diff_ptile_rank,pred_surg_high_risk_diff_ptile_rank,pred_surg_diff_ptile_rank,pred_surg_low_risk_diff_ptile_rank,pred_lung_diff_ptile_rank,pred_all_comp_rate,pred_all_state_rate,pred_med_other_comp_rate,pred_med_other_state_rate,pred_surg_other_comp_rate,pred_surg_other_state_rate,pred_CHF_comp_rate,pred_CHF_state_rate,pred_med_high_comp_rate,pred_med_high_state_rate,pred_med_low_comp_rate,pred_med_low_state_rate,pred_surg_high_comp_rate,pred_surg_high_state_rate,pred_surg_low_comp_rate,pred_surg_low_state_rate,pred_lung_diff_comp_rate,pred_lung_diff_state_rate,percent_of_patients_who_reported_that_their_home_health_team_gave_care_in_a_professional_way,hcaps_prof_care_county_ptile,hcaps_prof_care_ptile,percent_of_patients_who_reported_that_their_home_health_team_communicated_well_with_them,hcaps_communicated_county_ptile,hcaps_communicated_ptile,hcaps_definitely_recommend_county_ptile,hcaps_definitely_recommend_ptile,hcaps_discuss_med_county_ptile,hcaps_discuss_med_ptile,hcaps_prof_care_county_ptile,hcaps_prof_care_ptile,percent_of_patients_who_reported_that_their_home_health_team_discussed_medicines_pain_and_home_safety_with_them,percent_of_patients_who_gave_their_home_health_agency_a_rating_of_9_or_10_on_a_scale_from_0_lowest_to_10_highest,hcaps_above_8_county_ptile,hcaps_above_8_ptile,percent_of_patients_who_reported_yes_they_would_definitely_recommend_the_home_health_agency_to_friends_and_family,hcaps_definitely_recommend_county_ptile,hcaps_definitely_recommend_ptile,alleg_state_mean,alleg_total,rehosp_alleg_state_mean,sub_alleg_state_mean,sub_alleg_sum,total_weight_alleg,alleg_county_mean,total_sub_alleg,total_rehosp_alleg,sub_alleg_county_mean,rehosp_alleg_county_mean,def_county_mean,def_state_mean,def_total,comp_bin_county_mean,comp_bin_state_mean,number_of_completed_surveys,response_rate,CRTFCTN_DT,CRTFCTN_UPDT_DT,Reporting_Month
'107720,FL_Alachua,Cornerstone Home Care,484 SW COMMERCE DRIVE STE 101,LAKE CITY,FL,32643,Alachua,40.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,08/15/2002,4.0,5,0.998,96.0,89.0,0.996,54.0,61.0,1.0,67.0,71.0,1.0,94.0,87.0,0.732,44.0,38.0,0.7120000000000001,33.0,30.0,1.0,87.0,84.0,0.735,5.0,19.0,0.8859999999999999,90.0,89.0,0.823,46.0,40.0,0.809,31.0,37.0,0.812,28.0,42.0,0.981,78.0,81.0,0.598,3.0,15.0,0.17,71.0,C,0.122,72.0,64.0,C,Same As Expected,C,Worse Than Expected,D,N/A,N/A,C,N/A,B,D,D,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.06722152867657201,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.17732818008306736,0.1686206538,0.05997008360517951,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,0.94,100.0,94.0,0.91,100.0,91.0,100.0,96.0,96.0,90.0,100.0,94.0,0.88,0.94,100.0,95.0,0.92,100.0,96.0,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.125,,,0.0,0.05,0.175,0.2469553450608931,,0.025,0.05886332882273342,150,35,20160228,20190219.0,2019/09
'109449,FL_Alachua,Doctors Choice Home Care,5800 NW 39TH AVE STE 104,GAINESVILLE,FL,32609,Alachua,40.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,08/28/2009,4.5,3,0.9940000000000001,85.0,77.0,0.9990000000000001,77.0,79.0,1.0,67.0,71.0,0.99,55.0,51.0,0.764,56.0,50.0,0.7809999999999999,56.0,49.0,0.987,44.0,42.0,0.831,69.0,66.0,0.802,55.0,54.0,0.8859999999999999,79.0,72.0,0.843,59.0,51.0,0.831,42.0,51.0,0.899,8.0,15.0,0.7609999999999999,59.0,68.0,0.16399999999999998,61.0,C,0.11699999999999999,59.0,54.0,C,Same As Expected,C,Same As Expected,C,N/A,N/A,C,N/A,B,C,B,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.08447946591005273,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.17732818008306736,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,0.85,18.0,22.0,0.82,16.0,25.0,25.0,26.0,5.0,13.0,18.0,22.0,0.73,0.8,22.0,23.0,0.73,25.0,26.0,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.125,,,0.0,0.05,0.175,0.2469553450608931,,0.025,0.05886332882273342,189,29,20150928,20180622.0,2019/09
'109532,FL_Alachua,Encompass Health Home Health,2143 E FORT KING STREET SUITE 102,OCALA,FL,32605,Alachua,40.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,12/30/2009,3.5,4,0.981,50.0,52.0,1.0,90.0,91.0,1.0,67.0,71.0,1.0,94.0,87.0,0.8059999999999999,77.0,66.0,0.7879999999999999,62.0,52.0,0.9990000000000001,71.0,67.0,0.754,10.0,24.0,0.768,26.0,32.0,0.804,18.0,30.0,0.8109999999999999,38.0,38.0,0.797,21.0,36.0,0.955,44.0,52.0,0.752,54.0,64.0,0.154,45.0,C,0.12,64.0,60.0,C,Same As Expected,C,Same As Expected,C,N/A,N/A,C,N/A,C,E,D,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.06722152867657201,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.057047851501914916,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,0.92,96.0,86.0,0.89,83.0,81.0,95.0,88.0,89.0,83.0,96.0,86.0,0.86,0.89,96.0,84.0,0.86,95.0,88.0,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.125,,,0.0,0.05,0.175,0.2469553450608931,,0.025,0.05886332882273342,361,25,20151221,20181228.0,2019/09
'109775,FL_Alachua,Encompass Health Home Health,1635 E HIGHWAY 50 SUITE 200-C,CLERMONT,FL,32618,Alachua,40.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,12/28/2011,4.5,4,0.99,77.0,70.0,1.0,90.0,91.0,1.0,67.0,71.0,1.0,94.0,87.0,0.899,92.0,87.0,0.88,92.0,85.0,1.0,87.0,84.0,0.838,85.0,74.0,0.84,74.0,74.0,0.877,72.0,67.0,0.9259999999999999,90.0,83.0,0.8740000000000001,77.0,74.0,0.9670000000000001,68.0,69.0,0.758,56.0,66.0,0.175,78.0,D,0.128,83.0,74.0,D,Same As Expected,C,Same As Expected,C,N/A,N/A,A,N/A,C,D,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.17969484015831969,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.05997008360517951,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,0.89,62.0,61.0,0.87,59.0,64.0,55.0,50.0,57.0,63.0,62.0,61.0,0.83,0.83,49.0,41.0,0.78,55.0,50.0,0.16610284167794317,2.0,0.05040595399188092,0.036535859269282815,108.0,2.0,0.125,2.0,2.0,0.0,0.05,0.175,0.2469553450608931,,0.025,0.05886332882273342,167,27,20170615,20181026.0,2019/09
'109442,FL_Alachua,Florida First Care Inc,800 ZEAGLER DR STE 220,PALATKA,FL,32640,Alachua,40.0,FL,For-Profit,No,No,Yes,Yes,Yes,No,Yes,Yes,07/28/2009,4.0,4,0.9890000000000001,73.0,68.0,0.99,28.0,40.0,0.998,23.0,31.0,0.996,68.0,63.0,0.8029999999999999,74.0,65.0,0.84,85.0,73.0,0.992,51.0,51.0,0.774,31.0,34.0,0.777,33.0,36.0,0.816,31.0,37.0,0.838,51.0,48.0,0.8440000000000001,49.0,58.0,0.9009999999999999,11.0,17.0,0.7040000000000001,41.0,45.0,0.155,47.0,C,0.098,22.0,24.0,B,Same As Expected,C,Same As Expected,C,N/A,N/A,C,N/A,C,C,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,0.9,76.0,72.0,0.87,59.0,64.0,80.0,74.0,82.0,77.0,76.0,72.0,0.85,0.88,89.0,79.0,0.82,80.0,74.0,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.125,,,0.0,0.05,0.175,0.2469553450608931,,0.025,0.05886332882273342,245,39,20150727,20180803.0,2019/09
'109071,FL_Alachua,Florida Homecare Specialists Inc,130 N OLD DIXIE HWY,LADY LAKE,FL,32640,Alachua,40.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,08/15/2008,4.5,4,0.993,81.0,75.0,0.997,64.0,67.0,1.0,67.0,71.0,0.996,68.0,63.0,0.7240000000000001,36.0,36.0,0.785,59.0,51.0,0.996,58.0,60.0,0.779,38.0,37.0,0.802,55.0,54.0,0.82,37.0,39.0,0.924,85.0,82.0,0.858,62.0,66.0,0.925,25.0,28.0,0.736,51.0,59.0,0.151,41.0,C,0.102,33.0,29.0,C,Worse Than Expected,D,Same As Expected,C,N/A,N/A,C,N/A,C,C,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,0.91,89.0,80.0,0.88,70.0,72.0,61.0,56.0,16.0,29.0,89.0,80.0,0.78,0.85,58.0,56.0,0.79,61.0,56.0,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.125,,,0.0,0.05,0.175,0.2469553450608931,,0.025,0.05886332882273342,267,27,20170427,20171014.0,2019/09
'109151,FL_Alachua,Greystone Home Healthcare,1400 US HWY 441 N STE 553,THE VILLAGES,FL,32694,Alachua,40.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,01/07/2009,3.5,3,0.9840000000000001,60.0,58.0,1.0,90.0,91.0,1.0,67.0,71.0,0.996,68.0,63.0,0.727,38.0,37.0,0.768,54.0,45.0,1.0,87.0,84.0,0.759,14.0,26.0,0.773,28.0,34.0,0.799,15.0,28.0,0.7859999999999999,23.0,30.0,0.795,18.0,35.0,0.963,58.0,65.0,0.688,28.0,38.0,0.14,27.0,N/A,0.08800000000000001,12.0,16.0,B,Same As Expected,C,Same As Expected,C,N/A,N/A,D,N/A,C,E,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.16522647051117487,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.057047851501914916,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,0.87,37.0,38.0,0.84,37.0,40.0,34.0,34.0,33.0,42.0,37.0,38.0,0.8,0.81,33.0,30.0,0.75,34.0,34.0,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.125,,,0.0,0.05,0.175,0.2469553450608931,,0.025,0.05886332882273342,438,44,20190411,nan,2019/09
'109790,FL_Alachua,Hcp Home Health Agency,901 NW 8TH AVE B6,GAINESVILLE,FL,32601,Alachua,40.0,FL,For-Profit,No,No,Yes,Yes,Yes,No,No,Yes,02/20/2012,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,N/A,Not Available,N/A,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.08776314361917568,0.07891721970000001,0.19638594797706943,0.1683925272,0.1999763201635727,0.1999792872,0.18775231152098348,0.1686206538,0.08864401287666321,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,,,,,,,,,,,,,,,,,,,,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.125,,,0.0,0.05,0.175,0.2469553450608931,,0.025,0.05886332882273342,Not Available,Not Available,20151026,20180327.0,2019/09
'107556,FL_Alachua,Heal At Home Healthcare,5036 SE 110TH ST STE 101,BELLEVIEW,FL,32667,Alachua,40.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,03/18/1997,3.0,3,0.9490000000000001,17.0,22.0,0.965,3.0,14.0,0.981,5.0,5.0,0.852,3.0,4.0,0.57,3.0,11.0,0.595,3.0,13.0,0.9590000000000001,15.0,19.0,0.768,26.0,31.0,0.65,3.0,8.0,0.792,8.0,25.0,0.529,3.0,2.0,0.7170000000000001,5.0,16.0,0.9840000000000001,81.0,84.0,0.794,74.0,77.0,0.16699999999999998,66.0,C,0.10099999999999999,29.0,27.0,C,Not Available,N/A,Not Available,N/A,N/A,N/A,A,N/A,C,C,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.17969484015831969,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,0.88,50.0,50.0,0.84,37.0,40.0,49.0,45.0,8.0,15.0,50.0,50.0,0.74,0.83,49.0,41.0,0.77,49.0,45.0,0.16610284167794317,6.0,0.05040595399188092,0.036535859269282815,108.0,6.0,0.125,6.0,6.0,0.0,0.05,0.175,0.2469553450608931,,0.025,0.05886332882273342,167,40,20150911,20181031.0,2019/09
'683162,FL_Alachua,Interim Healthcare Of Leesburg,9738 US HWY 441 STE 103,LEESBURG,FL,32608,Alachua,40.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,05/29/2014,3.5,2,0.998,96.0,89.0,0.985,13.0,31.0,0.998,23.0,31.0,0.951,21.0,16.0,0.609,10.0,15.0,0.647,8.0,17.0,0.9670000000000001,18.0,23.0,0.737,8.0,19.0,0.722,8.0,17.0,0.7979999999999999,13.0,27.0,0.725,10.0,15.0,0.847,54.0,60.0,0.972,72.0,74.0,0.682,22.0,36.0,0.166,64.0,C,0.066,3.0,7.0,A,Same As Expected,C,Same As Expected,C,N/A,N/A,C,N/A,B,B,B,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.08447946591005273,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.17732818008306736,0.1686206538,0.07476290969191579,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,0.81,3.0,5.0,0.78,4.0,11.0,5.0,7.0,3.0,4.0,3.0,5.0,0.66,0.73,3.0,5.0,0.65,5.0,7.0,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.125,,,0.0,0.05,0.175,0.2469553450608931,,0.025,0.05886332882273342,63,24,20170502,20170915.0,2019/09
'107240,FL_Alachua,Kindred At Home,340 BEAL PARKWAY NW STE A,FORT WALTON BEACH,FL,32654,Alachua,40.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,06/01/1987,3.5,4,0.97,36.0,40.0,0.9940000000000001,44.0,51.0,1.0,67.0,71.0,0.927,5.0,10.0,0.784,64.0,58.0,0.821,72.0,65.0,0.995,54.0,57.0,0.7759999999999999,33.0,35.0,0.745,12.0,22.0,0.852,59.0,56.0,0.81,35.0,38.0,0.8590000000000001,64.0,66.0,0.89,6.0,13.0,0.716,49.0,52.0,0.168,68.0,C,0.122,72.0,64.0,C,Worse Than Expected,D,Worse Than Expected,D,N/A,N/A,C,N/A,C,C,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,0.89,62.0,61.0,0.85,45.0,48.0,95.0,88.0,57.0,63.0,62.0,61.0,0.83,0.87,80.0,72.0,0.86,95.0,88.0,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.125,,,0.0,0.05,0.175,0.2469553450608931,,0.025,0.05886332882273342,344,32,20180223,20180629.0,2019/09
'107290,FL_Alachua,Kindred At Home,350 CORPORATE WAY STE 250,ORANGE PARK,FL,32667,Alachua,40.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,02/19/1990,3.5,3,0.956,23.0,26.0,0.995,46.0,55.0,1.0,67.0,71.0,0.961,24.0,20.0,0.731,41.0,38.0,0.7090000000000001,28.0,29.0,0.9790000000000001,26.0,31.0,0.7809999999999999,41.0,39.0,0.754,18.0,27.0,0.85,55.0,55.0,0.8420000000000001,56.0,50.0,0.8290000000000001,38.0,50.0,0.92,19.0,24.0,0.703,38.0,44.0,0.207,95.0,E,0.086,8.0,14.0,A,Worse Than Expected,D,Worse Than Expected,D,N/A,A,A,N/A,B,B,B,B,B,0.1654735041007257,0.1654796643,0.1869770357951284,0.1968206112,0.08447946591005273,0.07891721970000001,0.17969484015831969,0.1683925272,0.1999763201635727,0.1999792872,0.17732818008306736,0.1686206538,0.07476290969191579,0.0641277957,0.08027026355074385,0.1209888648,0.06874172644264173,0.2041557588,0.87,37.0,38.0,0.84,37.0,40.0,49.0,45.0,33.0,42.0,37.0,38.0,0.8,0.8,22.0,23.0,0.77,49.0,45.0,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.125,,,0.0,0.05,0.175,0.2469553450608931,4.0,0.025,0.05886332882273342,268,24,20170223,20170411.0,2019/09
'107420,FL_Alachua,Kindred At Home,419 SW STATE ROAD 247 STE 109,LAKE CITY,FL,32606,Alachua,40.0,FL,For-Profit,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,08/30/1991,3.5,4,0.981,50.0,52.0,0.996,54.0,61.0,1.0,67.0,71.0,0.9890000000000001,51.0,49.0,0.757,51.0,47.0,0.753,49.0,40.0,0.985,33.0,37.0,0.765,21.0,30.0,0.745,12.0,22.0,0.8220000000000001,42.0,40.0,0.748,13.0,20.0,0.861,67.0,67.0,0.963,58.0,65.0,0.667,18.0,30.0,0.18100000000000002,84.0,E,0.131,87.0,77.0,D,Same As Expected,C,Worse Than Expected,D,N/A,N/A,C,N/A,C,E,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.057047851501914916,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,0.9,76.0,72.0,0.89,83.0,81.0,95.0,88.0,89.0,83.0,76.0,72.0,0.86,0.87,80.0,72.0,0.86,95.0,88.0,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.125,,,0.0,0.05,0.175,0.2469553450608931,,0.025,0.05886332882273342,362,32,20180622,nan,2019/09
'107486,FL_Alachua,Kindred At Home,3951 NW 48 TERR STE 201,GAINESVILLE,FL,32667,Alachua,40.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,10/01/1994,3.5,4,0.953,21.0,23.0,0.981,10.0,26.0,1.0,67.0,71.0,0.9840000000000001,42.0,41.0,0.8,69.0,63.0,0.8370000000000001,79.0,71.0,0.986,37.0,39.0,0.797,51.0,48.0,0.78,40.0,39.0,0.878,74.0,67.0,0.804,28.0,36.0,0.855,56.0,64.0,0.956,47.0,54.0,0.701,36.0,43.0,0.185,88.0,E,0.098,22.0,24.0,B,Worse Than Expected,D,Same As Expected,C,N/A,N/A,C,N/A,C,E,D,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.06722152867657201,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.057047851501914916,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,0.9,76.0,72.0,0.87,59.0,64.0,88.0,82.0,70.0,71.0,76.0,72.0,0.84,0.89,96.0,84.0,0.84,88.0,82.0,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.125,,,0.0,0.05,0.175,0.2469553450608931,,0.025,0.05886332882273342,327,30,20190322,20190403.0,2019/09
'107512,FL_Alachua,Kindred At Home,311 SE 17TH PL,OCALA,FL,32667,Alachua,40.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,11/01/1995,4.0,4,0.985,65.0,60.0,0.9890000000000001,23.0,38.0,1.0,67.0,71.0,0.99,55.0,51.0,0.705,28.0,31.0,0.7609999999999999,51.0,42.0,0.9840000000000001,31.0,36.0,0.767,23.0,31.0,0.76,23.0,30.0,0.846,51.0,52.0,0.831,46.0,46.0,0.8340000000000001,46.0,53.0,0.966,64.0,69.0,0.6859999999999999,26.0,37.0,0.156,48.0,C,0.11199999999999999,42.0,43.0,C,Same As Expected,C,Worse Than Expected,D,N/A,N/A,C,N/A,C,E,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.057047851501914916,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,0.91,89.0,80.0,0.89,83.0,81.0,84.0,78.0,70.0,71.0,89.0,80.0,0.84,0.88,89.0,79.0,0.83,84.0,78.0,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.125,,,0.0,0.05,0.175,0.2469553450608931,,0.025,0.05886332882273342,428,34,20190412,20190425.0,2019/09
'107514,FL_Alachua,Kindred At Home,205 ZEAGLER DR STE 401,PALATKA,FL,32640,Alachua,40.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,11/01/1995,3.5,4,0.98,46.0,50.0,1.0,90.0,91.0,1.0,67.0,71.0,0.95,18.0,15.0,0.664,15.0,22.0,0.6990000000000001,26.0,28.0,0.9740000000000001,21.0,28.0,0.772,28.0,33.0,0.753,15.0,26.0,0.8220000000000001,42.0,40.0,0.8140000000000001,41.0,39.0,0.831,42.0,51.0,0.988,83.0,86.0,0.664,15.0,29.0,0.17,71.0,C,0.142,96.0,87.0,E,Same As Expected,C,Same As Expected,C,N/A,N/A,C,N/A,C,C,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,0.88,50.0,50.0,0.89,83.0,81.0,80.0,74.0,82.0,77.0,50.0,50.0,0.85,0.88,89.0,79.0,0.82,80.0,74.0,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.125,,,0.0,0.05,0.175,0.2469553450608931,,0.025,0.05886332882273342,147,26,20180426,20181115.0,2019/09
'107500,FL_Alachua,Mederi Caretenders,18118 POWELL RD,BROOKSVILLE,FL,32640,Alachua,40.0,FL,For-Profit,No,No,Yes,Yes,Yes,Yes,Yes,Yes,09/11/1995,4.5,3,0.987,69.0,64.0,0.997,64.0,67.0,1.0,67.0,71.0,0.975,33.0,31.0,0.708,31.0,32.0,0.669,15.0,20.0,0.998,65.0,64.0,0.857,87.0,81.0,0.8270000000000001,69.0,68.0,0.8759999999999999,69.0,66.0,0.865,65.0,61.0,0.845,51.0,59.0,0.998,97.0,93.0,0.805,77.0,79.0,0.159,53.0,C,0.124,77.0,68.0,D,Worse Than Expected,D,Same As Expected,C,N/A,N/A,C,N/A,C,C,C,N/A,N/A,0.1654735041007257,0.1654796643,0.19680517496920744,0.1968206112,0.07333099539465843,0.07891721970000001,0.16744568757367265,0.1683925272,0.1999763201635727,0.1999792872,0.16155532829801603,0.1686206538,0.06693840071696654,0.0641277957,0.12096323795863699,0.1209888648,0.08271255006118507,0.2041557588,0.87,37.0,38.0,0.83,25.0,32.0,34.0,34.0,47.0,55.0,37.0,38.0,0.82,0.8,22.0,23.0,0.75,34.0,34.0,0.16610284167794317,,0.05040595399188092,0.036535859269282815,108.0,,0.125,,,0.0,0.05,0.175,0.2469553450608931,,0.025,0.05886332882273342,371,25,20160728,20190605.0,2019/09
